Gene Profile Size	Taxon Profile Size	Semantic similarity
29	2	0.020627381
29	9	0.511983055
29	24	0.672638019
29	21	0.615915429
29	57	0.753219864
29	37	0.424139706
29	19	0.304196003
29	10	0.034433497
29	178	0.647547038
29	33	0.418065192
29	103	0.610719626
29	122	0.647547038
29	5	0.36159824
29	2	0.37036845
29	58	0.467392904
29	113	0.647547038
29	37	0.615915429
29	10	0.36159824
29	2	0.14644509
29	57	0.45495557
29	168	0.615915429
29	19	0.558753439
29	24	0.605523823
29	166	0.603849598
29	39	0.445766305
29	54	0.605523823
29	28	0.37036845
29	4	0.246793765
29	10	0.246793765
29	14	0.37036845
29	2	0.107375765
29	146	0.610719626
29	25	0.37036845
29	20	0.36159824
29	21	0.37036845
29	2	0.020627381
29	8	0.304196003
29	11	0.246793765
29	18	0.477250646
29	86	0.445766305
29	2	0.647547038
29	118	0.647547038
29	314	0.658286902
29	39	0.424139706
29	48	0.608995975
29	3	0.10388255
29	2	0.020627381
29	12	0.418880677
29	2	0.232080803
29	203	0.86751332
29	37	1.035408695
29	35	0.706549273
29	135	0.920565533
29	7	0.511983055
29	196	0.727920455
29	16	0.511983055
29	317	0.781585806
29	789	0.920565533
29	18	0.467392904
29	17	0.511983055
29	10	1.422023809
29	87	0.86751332
29	5	0.615915429
29	75	0.622884984
29	78	0.937843524
29	17	0.86751332
29	5	0.22974256
29	40	1.296074668
29	17	0.467392904
29	17	0.467392904
29	2	0.034433497
29	19	0.563949242
29	15	0.046096415
29	14	1.118126101
29	34	0.615915429
29	65	0.753219864
29	30	0.520027568
29	9	0.046096415
29	11	0.602076522
29	62	0.603800172
29	7	0.173331603
29	45	0.602076522
29	48	0.706549273
29	159	0.937843524
29	2	0.020627381
29	5	0.307957715
29	11	0.615915429
29	20	0.706549273
29	92	0.591783767
29	10	0.350059378
29	22	1.37036845
29	63	0.615915429
29	253	0.598653795
29	55	0.605523823
29	16	0.37036845
29	4	0.37036845
29	4	0.173331603
29	2	0.41043932
29	55	0.442518236
29	261	0.626535431
29	17	0.511983055
29	8	0.36159824
29	14	0.418065192
29	17	0.615915429
29	12	0.040264956
29	42	0.442729048
29	4	0.14644509
29	23	0.397254078
29	83	0.467392904
29	11	0.37036845
29	39	0.615915429
29	25	1.358686645
29	2	0.173331603
29	223	0.660092529
29	59	1.245830255
29	44	0.424139706
29	40	0.433328971
29	32	0.557469971
29	300	0.603800172
29	21	0.348600636
29	32	0.467392904
29	103	0.511983055
29	179	0.591783767
29	32	0.246793765
29	102	0.548011365
11	54	0.251610492
11	4	0.046096415
11	22	0.093714435
11	28	0.36159824
11	4	0.046096415
11	6	0.046096415
11	7	0.046096415
11	14	0.096137097
11	43	0.251610492
11	146	0.697938433
11	4	0.041427482
11	4	0.071116756
11	10	0.173331603
11	60	0.388180405
11	2	0.03675855
11	10	0.096137097
11	26	0.36159824
11	18	0.173331603
11	2	0.041427482
11	35	0.527014039
11	246	0.781585806
11	39	0.335603032
11	6	0.035596024
11	263	0.701858158
11	3	0.035596024
11	114	0.727920455
11	12	0.171465431
11	8	0.654671473
11	4	0.03675855
11	85	0.424139706
11	10	0.096137097
11	18	0.37036845
11	230	0.797183117
11	45	0.424139706
11	22	0.367442087
11	34	0.397254078
11	41	0.246793765
11	55	0.37036845
11	82	0.765988495
11	148	0.701858158
11	44	0.610836069
11	6	0.654671473
11	17	0.096137097
11	10	0.096137097
11	8	0.071116756
11	367	1.009102207
11	49	0.482766596
11	27	0.37036845
11	77	0.701858158
11	17	0.308581107
11	108	0.701858158
11	9	0.046096415
11	58	0.424139706
11	13	0.251064728
11	17	0.473692923
11	8	0.096137097
11	55	0.350128915
11	283	0.746954475
11	20	0.251610492
11	25	0.642279922
11	2	0.034433497
11	11	0.414001538
11	62	0.308581107
11	46	0.654671473
11	7	0.765988495
11	48	0.335466736
11	141	0.591783767
11	8	0.069905425
11	73	0.591783767
11	206	0.797183117
11	9	0.096137097
11	11	0.071116756
11	21	0.629888372
11	57	0.765988495
11	6	0.046096415
11	11	0.173331603
11	10	0.173331603
11	2	0.096137097
11	42	0.36159824
11	2	0.096137097
11	23	0.267464922
11	83	0.37036845
11	7	0.246793765
11	5	0.046096415
11	6	0.13473435
11	48	0.397254078
11	28	0.171465431
11	6	0.071116756
11	20	0.071116756
11	2	0.046096415
11	90	0.415066033
11	59	0.591783767
11	23	0.173331603
11	40	0.36159824
11	4	0.069905425
11	21	0.041427482
11	39	0.36159824
11	6	0.03675855
11	2	0.041427482
11	2	0.034433497
11	22	0.046096415
11	157	0.527014039
11	4	0.040264956
11	7	0.096137097
11	2	0.071116756
11	43	0.329889381
11	1029	0.797183117
11	506	0.610836069
11	8	0.094925766
11	44	0.251610492
11	275	0.527014039
11	8	0.096137097
11	11	0.267464922
11	21	0.267464922
11	22	0.096137097
11	8	0.046096415
11	13	0.34574381
11	26	0.34574381
11	9	0.173331603
11	148	0.665873265
11	563	1.142957954
11	151	0.781585806
11	28	0.36159824
11	536	0.903142662
11	70	0.482766596
11	432	0.781585806
11	357	0.733923327
11	35	0.424139706
11	135	0.642279922
11	54	0.482766596
11	31	0.096137097
11	136	0.654671473
11	209	0.957654609
11	85	0.654671473
11	68	0.678264815
11	12	0.096137097
11	25	0.424139706
11	87	0.678264815
11	98	0.714889306
11	139	0.727920455
11	20	0.071116756
11	1239	1.130542027
11	65	0.701858158
11	31	0.40599236
11	31	0.424139706
11	38	0.397254078
11	45	0.424139706
11	2	0.071116756
11	12	0.37036845
11	502	1.118126101
11	2	0.034433497
11	110	0.507961736
11	133	0.541393486
11	453	0.727920455
11	200	0.539405589
11	24	0.271850026
11	34	0.397254078
11	63	0.350128915
11	38	0.329889381
11	25	0.424139706
11	45	0.781585806
11	45	0.701858158
11	7	0.046096415
11	264	0.678264815
11	82	0.304196003
11	78	0.527014039
11	23	0.173331603
11	2	0.034433497
11	222	0.714889306
11	5	0.03675855
11	50	0.591783767
11	2	0.040264956
11	77	0.654671473
11	12	0.096137097
11	4	0.039087356
11	6	0.03675855
11	19	0.13473435
11	14	0.254467317
11	7	0.424139706
11	62	0.629888372
11	14	0.071116756
11	176	0.765988495
11	70	0.304196003
11	178	0.36159824
11	16	0.096137097
11	6	0.046096415
11	5	0.03675855
11	79	0.629888372
11	14	0.041427482
11	5	0.046096415
11	47	0.173331603
11	25	0.246793765
11	11	0.37036845
11	65	0.365983345
11	4	0.034433497
11	14	0.37036845
11	64	0.424139706
11	32	0.621625822
11	4	0.046096415
11	102	0.267464922
13	4	0.065285297
13	7	0.654671473
13	2	0.096137097
13	120	0.415037499
13	149	0.444853785
13	1029	0.591783767
13	952	0.683526335
13	14	0.588115164
13	4	0.096137097
13	2	0.034433497
13	25	0.096137097
13	4	0.034433497
13	7	0.206974447
13	21	0.683526335
13	8	0.096137097
13	8	0.096137097
13	2	0.020627381
13	4	0.206974447
13	16	0.151555772
13	35	0.151555772
13	21	0.34983922
13	2	0.048068549
13	6	0.048068549
13	9	0.151555772
13	34	0.196576465
13	60	0.654671473
13	263	0.654671473
13	28	0.492703993
13	3	0.020627381
13	312	0.781585806
13	9	0.039087356
13	18	0.096137097
13	56	0.669098904
13	22	0.62322762
13	317	0.669098904
13	25	0.151555772
13	41	0.196576465
13	341	0.692692247
13	116	0.419588603
13	11	0.071116756
13	6	0.096137097
13	7	0.151555772
13	20	0.206974447
13	1239	0.701858158
13	49	0.724757415
13	39	0.591783767
13	77	0.669098904
13	31	0.151555772
13	17	0.654671473
13	40	0.206974447
13	28	0.43082296
13	56	0.765988495
13	12	0.046096415
13	117	0.62322762
13	322	0.701858158
13	23	0.206974447
13	2	0.020627381
13	19	0.046096415
13	15	0.065285297
13	200	0.765988495
13	55	0.669098904
13	24	0.654671473
13	517	0.765988495
13	12	0.096137097
13	8	0.591783767
13	20	0.415037499
13	12	0.206974447
13	25	0.43082296
13	11	0.096137097
13	82	0.186178482
13	71	0.34983922
13	487	0.727920455
13	2	0.020627381
13	2	0.034433497
13	222	0.62322762
13	106	0.714889306
13	37	0.315557077
13	92	0.654671473
13	2	0.020627381
13	45	0.206974447
13	63	0.654671473
13	89	0.196576465
13	7	0.206974447
13	62	0.34983922
13	17	0.311005973
13	69	0.389776611
13	36	0.096137097
13	42	0.096137097
13	83	0.492703993
13	50	0.692692247
13	15	0.096137097
13	2	0.765988495
13	25	0.151555772
13	25	0.151555772
13	22	0.397003576
13	22	0.14115779
13	21	0.065285297
13	16	0.093714435
13	2	0.020627381
13	2	0.096137097
37	11	0.452066324
37	157	0.479992941
37	162	0.502343524
37	4	0.268431914
37	6	0.173331603
37	11	0.173331603
37	4	0.411296687
37	10	0.329889381
37	8	0.34574381
37	78	0.422619479
37	15	0.365983345
37	6	0.173331603
37	4	0.096137097
37	18	0.421099252
37	71	0.421099252
37	34	0.206974447
37	27	0.36159824
37	4	0.173331603
37	285	0.511983055
37	372	0.654671473
37	118	0.672638019
37	314	0.615915429
37	6	0.043756276
37	40	0.452066324
37	15	0.173331603
37	37	0.511983055
37	14	0.365983345
37	128	0.714889306
37	40	0.765988495
37	35	0.654671473
37	164	0.672638019
37	10	0.246793765
37	74	0.635293451
37	135	0.651109255
37	120	0.746954475
37	30	0.615915429
37	25	0.479992941
37	136	0.647547038
37	84	0.727920455
37	11	0.206974447
37	341	0.797183117
37	48	0.492703993
37	96	0.672638019
37	11	0.486348467
37	5	0.615915429
37	367	1.03229866
37	78	0.781585806
37	39	0.591783767
37	31	0.631731234
37	9	0.343483694
37	12	0.407797986
37	6	0.343483694
37	502	0.797183117
37	19	0.635293451
37	34	0.635293451
37	57	0.591783767
37	2	0.615915429
37	36	0.348600636
37	121	0.602076522
37	40	0.452066324
37	46	0.495899332
37	50	0.479992941
37	73	0.502343524
37	234	0.797183117
37	13	0.479992941
37	47	0.746954475
37	106	0.916278174
37	2	0.23511806
37	50	0.591783767
37	11	0.570125515
37	122	0.494301662
37	165	0.511983055
37	6	0.043756276
37	178	0.492703993
37	16	0.206974447
37	6	0.468061381
37	24	0.397254078
37	5	0.096137097
37	36	0.179755043
37	4	0.13473435
37	83	0.424139706
37	2	0.254467317
37	14	0.13473435
37	66	0.424139706
37	13	0.421099252
37	37	0.563949242
37	4	0.071116756
37	110	0.647547038
37	44	0.395733851
37	10	0.36159824
37	2	0.046096415
37	21	0.071116756
37	2	0.034433497
37	168	0.631731234
37	14	0.937843524
37	2	0.173331603
37	64	0.511983055
37	187	0.701858158
37	4	0.071116756
37	2	0.424139706
28	162	0.526688271
28	2	0.071116756
28	28	0.424139706
28	11	0.044926345
28	14	0.173331603
28	2	0.044926345
28	275	0.598637438
28	52	0.424139706
28	7	0.206974447
28	78	0.545670715
28	4	0.151555772
28	39	0.3232876
28	22	0.206974447
28	52	0.424139706
28	118	0.638717705
28	181	0.6229019
28	8	0.479992941
28	2	0.035596024
28	83	0.492703993
28	614	0.652888165
28	15	0.206974447
28	8	0.615915429
28	14	0.245975703
28	37	0.598637438
28	35	0.598637438
28	164	0.615915429
28	166	0.651104858
28	120	0.651104858
28	54	0.548011365
28	70	0.525039476
28	16	0.30743317
28	56	0.548011365
28	22	0.479992941
28	34	0.548011365
28	25	0.591783767
28	24	0.36159824
28	606	0.654671473
28	341	0.663654746
28	48	0.492703993
28	166	0.602076522
28	68	0.608995975
28	96	0.629888372
28	7	0.392868973
28	25	0.502343524
28	64	0.595210602
28	171	0.615915429
28	27	0.364515724
28	65	0.607276433
28	11	0.284976959
28	117	0.591783767
28	26	0.710329984
28	58	0.392868973
28	13	0.424139706
28	4	0.096137097
28	17	0.23511806
28	34	0.354558333
28	38	0.502343524
28	9	0.479992941
28	36	0.420795591
28	121	0.511983055
28	131	0.591783767
28	62	0.511983055
28	26	0.392868973
28	17	0.548011365
28	54	0.701858158
28	112	0.651104858
28	2	0.044926345
28	13	0.511983055
28	47	0.511983055
28	11	0.23511806
28	47	0.503941194
28	77	0.602076522
28	12	0.151555772
28	14	0.34574381
28	253	0.733923327
28	226	0.631731234
28	28	0.348600636
28	165	0.502343524
28	2	0.206974447
28	2	0.206974447
28	96	0.36159824
28	7	0.291198398
28	50	0.652888165
28	42	0.392868973
28	15	0.246793765
28	2	0.046096415
28	60	0.487946137
28	38	0.598637438
28	47	0.265885362
28	37	0.452066324
28	2	0.096137097
28	44	0.284976959
28	4	0.043756276
28	5	0.096137097
28	2	0.044926345
28	33	0.598637438
28	24	0.511983055
28	16	0.196576465
28	166	0.492703993
28	73	0.555310246
8	54	0.071116756
8	7	0.065285297
8	2	0.065285297
8	74	0.151555772
8	34	0.206974447
8	89	0.151555772
8	6	0.096137097
8	4	0.065285297
8	2	0.048068549
8	39	0.151555772
8	92	0.186178482
8	34	0.096137097
8	27	0.151555772
8	6	0.048068549
8	246	0.196576465
8	118	0.186178482
8	2	0.034433497
8	563	0.186178482
8	48	0.151555772
8	506	0.206974447
8	80	0.186178482
8	8	0.151555772
8	40	0.151555772
8	9	0.071116756
8	7	0.065285297
8	631	0.186178482
8	16	0.065285297
8	378	0.186178482
8	230	0.206974447
8	23	0.096137097
8	19	0.071116756
8	317	0.2432172
8	25	0.096137097
8	606	0.186178482
8	84	0.14115779
8	85	0.196576465
8	6	0.046096415
8	17	0.096137097
8	10	0.069905425
8	1239	0.206974447
8	171	0.196576465
8	4	0.065285297
8	17	0.186178482
8	108	0.14115779
8	28	0.096137097
8	56	0.096137097
8	322	0.186178482
8	26	0.046096415
8	17	0.096137097
8	2	0.120703972
8	13	0.071116756
8	110	0.094925766
8	2	0.096137097
8	237	0.14115779
8	38	0.046096415
8	30	0.071116756
8	12	0.151555772
8	121	0.14115779
8	131	0.096137097
8	7	0.065285297
8	264	0.186178482
8	2	0.017216749
8	487	0.14115779
8	32	0.151555772
8	17	0.151555772
8	13	0.096137097
8	81	0.151555772
8	2	0.034433497
8	12	0.096137097
8	4	0.046096415
8	6	0.040264956
8	877	0.14115779
8	2	0
8	14	0.093714435
8	165	0.186178482
8	15	0.094925766
8	62	0.186178482
8	4	0.048068549
8	2	0.151555772
8	178	0.14115779
8	79	0.206974447
8	14	0.071116756
8	42	0.094925766
8	2	0.151555772
8	4	0.065285297
8	5	0.046096415
8	15	0.048068549
8	16	0.096137097
8	14	0.065285297
8	5	0.065285297
8	10	0.096137097
8	5	0.040264956
8	156	0.096137097
8	47	0.096137097
8	4	0.096137097
8	84	0.096137097
8	90	0.151555772
8	2	0.096137097
8	13	0.151555772
8	64	0.151555772
64	4	0.096137097
64	4	0.096137097
64	120	1.043803649
64	1058	0.775697222
64	9	0.391348746
64	7	0.304454333
64	101	0.672638019
64	146	0.785405949
64	18	0.424139706
64	275	0.663654746
64	4	0.096137097
64	35	0.421099252
64	39	0.421099252
64	4	0.173331603
64	285	0.615915429
64	34	0.467392904
64	5	0.229154281
64	87	1.201806258
64	113	1.140474947
64	4	0.606920607
64	18	0.777267008
64	166	1.168233719
64	228	1.263034406
64	22	0.511983055
64	248	1.265761621
64	230	1.329889381
64	30	1.084064265
64	56	1.147976029
64	52	0.927292988
64	41	0.765988495
64	283	1.147976029
64	148	1.193941883
64	18	0.602076522
64	102	1.093714435
64	87	1.145466991
64	78	1.279459954
64	49	1.194091238
64	39	0.872266216
64	361	1.268488836
64	27	0.909910279
64	77	1.296074668
64	16	1.147976029
64	2	0.294715646
64	28	0.971193725
64	26	0.892936613
64	17	0.635293451
64	58	0.827167311
64	19	1.11321061
64	133	1.030019519
64	24	0.920565533
64	17	0.615915429
64	65	1.108519065
64	112	1.155555932
64	129	1.069779689
64	12	0.424139706
64	7	0.678264815
64	264	1.140474947
64	12	0.615915429
64	26	0.563949242
64	17	0.36429702
64	32	1.133051065
64	73	0.920565533
64	2	0.105045076
64	2	0.0519754
64	81	1.055495113
64	11	1.307651684
64	92	0.827167311
64	12	0.284976959
64	2	0.076995741
64	55	0.610719626
64	105	0.6229019
64	7	0.583287231
64	10	0.333026287
64	2	0.173331603
64	165	0.678082177
64	55	0.45495557
64	17	0.424139706
64	6	0.520027568
64	8	0.210062684
64	42	0.401497968
64	4	0.210062684
64	5	0.294715646
64	2	0.307924919
64	39	0.698173111
64	5	0.0519754
64	156	0.661849119
64	25	0.424139706
64	6	0.829607699
64	24	1.032112185
64	31	0.507147188
64	11	0.467392904
64	3	0.329889381
64	33	0.591783767
64	19	0.558753439
64	187	0.705557384
64	103	0.651109255
64	39	0.511983055
64	179	0.727920455
64	32	0.317171857
64	6	0.424139706
29	2	0.173331603
29	149	0.700279237
29	506	0.605523823
29	952	0.610719626
29	6	0.246793765
29	34	0.109714009
29	52	0.445766305
29	10	0.246793765
29	2	0.14644509
29	6	0.36159824
29	6	0.36159824
29	4	0.210062684
29	4	0.36159824
29	4	0.14644509
29	2	0.14644509
29	8	0.173331603
29	26	0.37036845
29	46	0.734910568
29	2	0.020627381
29	181	0.920565533
29	263	0.86751332
29	94	0.503941194
29	8	0.642471097
29	40	0.86751332
29	37	0.647547038
29	60	0.511983055
29	30	0.445766305
29	42	0.615915429
29	34	0.987301037
29	25	0.37036845
29	11	0.418880677
29	16	0.722365078
29	7	0.563949242
29	19	0.467392904
29	43	0.644276724
29	15	0.514831765
29	247	0.937843524
29	39	0.605523823
29	31	1.132973865
29	31	0.644276724
29	28	0.937843524
29	12	0.495899332
29	58	0.54677349
29	592	0.762551786
29	22	0.046096415
29	283	0.86751332
29	198	0.660092529
29	517	0.70925661
29	237	0.70925661
29	57	0.610719626
29	12	0.424139706
29	2	1.669026766
29	131	0.644276724
29	46	0.615915429
29	7	0.664998488
29	141	0.86751332
29	71	0.610719626
29	26	0.511983055
29	103	0.511983055
29	32	1.125549983
29	23	0.467392904
29	56	0.503941194
29	11	2.074478216
29	4	0.615915429
29	47	0.86751332
29	222	0.762551786
29	292	0.718588532
29	12	0.467392904
29	20	0.418880677
29	4	0.173331603
29	89	0.418065192
29	59	0.467392904
29	105	0.543386876
29	385	0.631731234
29	28	0.442729048
29	7	0.421102449
29	10	0.246793765
29	14	0.37036845
29	57	0.442518236
29	18	0.397254078
29	14	0.173331603
29	36	0.473692923
29	157	0.631731234
29	66	0.48968798
29	10	0.304196003
29	47	0.421102449
29	6	0.034433497
29	31	0.36159824
29	4	0.291198398
29	110	0.615915429
29	11	0.467392904
29	84	0.445766305
29	22	0.511983055
29	22	0.365983345
29	2	0.020627381
29	12	0.034433497
29	16	1.611909893
29	187	0.591783767
29	400	0.598653795
29	73	0.797183117
50	22	0.459715892
50	4	0.151555772
50	4	0.291609731
50	952	0.701858158
50	10	0.275624049
50	4	0.186236196
50	16	0.502343524
50	20	0.36159824
50	11	0.199140789
50	52	0.364515724
50	4	0.418065192
50	98	0.36159824
50	48	0.502343524
50	46	0.479992941
50	27	0.424139706
50	8	0.275624049
50	18	0.335603032
50	4	0.304196003
50	8	0.199140789
50	34	0.246793765
50	27	0.421099252
50	2	0.570125515
50	11	0.304454333
50	148	0.502343524
50	109	0.683526335
50	314	0.647547038
50	5	0.173331603
50	2	0.418065192
50	15	0.190153025
50	4	0.654671473
50	40	0.746954475
50	9	0.479992941
50	631	0.916278174
50	22	0.389776611
50	34	0.916278174
50	25	0.631731234
50	65	0.652888165
50	41	0.557029788
50	55	0.530294719
50	11	0.304454333
50	96	0.797183117
50	42	0.672638019
50	367	1.329889381
50	78	1.055495113
50	39	0.654671473
50	171	0.996669318
50	65	0.701858158
50	31	0.629888372
50	355	0.899255026
50	2	0.492703993
50	117	0.746954475
50	17	0.333026287
50	110	0.663654746
50	47	0.647547038
50	517	0.920565533
50	63	0.502343524
50	38	0.459715892
50	30	0.635293451
50	24	0.603849598
50	9	0.603849598
50	2	0.171465431
50	12	0.36159824
50	20	0.54224388
50	24	0.651109255
50	45	0.610719626
50	17	0.424139706
50	32	0.781585806
50	54	0.714889306
50	72	0.683526335
50	4	0.479992941
50	222	0.797183117
50	292	0.892936613
50	6	0.304196003
50	11	0.424139706
50	20	0.765988495
50	20	0.492703993
50	89	0.388070452
50	59	0.431789275
50	55	0.511983055
50	14	0.173331603
50	36	0.459715892
50	10	0.334485028
50	4	0.096137097
50	2	0.570125515
50	18	0.424139706
50	14	0.492703993
50	96	0.418065192
50	22	0.36159824
50	48	0.36159824
50	60	0.431789275
50	66	0.459715892
50	4	0.040264956
50	5	0.246793765
50	22	0.246793765
50	4	0.105045076
50	168	0.502343524
50	32	0.663654746
50	400	0.701858158
50	179	0.701858158
50	2	0.173331603
28	54	0.495987998
28	1029	0.654671473
28	46	0.480117839
28	506	0.598637438
28	7	0.36159824
28	2	0.096137097
28	4	0.096137097
28	17	0.173331603
28	146	0.661871438
28	11	0.13473435
28	4	0.046096415
28	10	0.206974447
28	4	0.071116756
28	48	0.598637438
28	60	0.598637438
28	18	0.310289995
28	43	0.329889381
28	11	0.284976959
28	4	0.044926345
28	8	0.071116756
28	109	0.652888165
28	19	0.34574381
28	34	0.424139706
28	332	0.649325948
28	48	0.602076522
28	60	0.602076522
28	2	0.046096415
28	94	0.598637438
28	37	0.495987998
28	13	0.046096415
28	198	0.663654746
28	7	0.343483694
28	631	0.651104858
28	29	0.479992941
28	37	0.511983055
28	317	0.647547038
28	34	0.392868973
28	177	0.647547038
28	41	0.608995975
28	136	0.647547038
28	17	0.36159824
28	102	0.615915429
28	96	0.629888372
28	8	0.329889381
28	5	0.36159824
28	139	0.598637438
28	49	0.511983055
28	361	0.701858158
28	38	0.495987998
28	65	0.654671473
28	58	0.511983055
28	16	0.495987998
28	19	0.479992941
28	19	0.452066324
28	4	0.206974447
28	55	0.615915429
28	14	0.511983055
28	198	0.511983055
28	517	0.652888165
28	57	0.598637438
28	129	0.608995975
28	30	0.511983055
28	24	0.420795591
28	179	0.654671473
28	7	0.206974447
28	2	0.03675855
28	206	0.612447405
28	2	0.206974447
28	24	0.503941194
28	20	0.511983055
28	10	0.206974447
28	2	0.044926345
28	11	0.492703993
28	385	0.678082177
28	15	0.3232876
28	10	0.13473435
28	14	0.329889381
28	4	0.046096415
28	16	0.329889381
28	178	0.486348467
28	261	0.602076522
28	57	0.335603032
28	16	0.284976959
28	6	0.452066324
28	18	0.3232876
28	14	0.190153025
28	157	0.502343524
28	41	0.329889381
28	6	0.284286344
28	25	0.598637438
28	101	0.486348467
28	13	0.479992941
28	25	0.335603032
28	56	0.36159824
28	23	0.424139706
28	22	0.186178482
28	2	0.046096415
28	66	0.502343524
28	21	0.246793765
28	187	0.654671473
29	22	0.279039735
29	11	0.610619833
29	18	0.046096415
29	2	0.279039735
29	120	0.631731234
29	14	0.389831716
29	191	0.605523823
29	74	0.445766305
29	105	0.511983055
29	2	0.034433497
29	6	0.246793765
29	4	0.040264956
29	15	0.37036845
29	11	0.246793765
29	6	0.109714009
29	71	0.445766305
29	39	0.37036845
29	92	0.672638019
29	48	0.445766305
29	34	0.246793765
29	13	0.365983345
29	60	1.132973865
29	28	0.425180696
29	114	0.727920455
29	506	0.797183117
29	83	0.605523823
29	80	0.690947315
29	614	0.929204528
29	87	0.631731234
29	113	0.968921762
29	15	0.246793765
29	6	0.511983055
29	164	0.672638019
29	74	0.858874325
29	228	0.920565533
29	272	0.762551786
29	70	0.672638019
29	230	0.920565533
29	34	0.563949242
29	37	0.563949242
29	25	0.511983055
29	34	0.48968798
29	55	0.481646118
29	606	0.937843524
29	209	0.920565533
29	84	0.574790696
29	283	0.602076522
29	166	0.631731234
29	98	0.858874325
29	367	1.473679167
29	38	0.48968798
29	139	1.245830255
29	64	1.245830255
29	171	1.282281752
29	7	0.020627381
29	27	1.132973865
29	45	0.937843524
29	56	1.327380656
29	117	0.797183117
29	13	0.468061381
29	4	0.040264956
29	14	1.37036845
29	236	0.929204528
29	25	0.421102449
29	82	0.591783767
29	3	0.10388255
29	2	0.173331603
29	17	0.605523823
29	72	0.683526335
29	19	0.605523823
29	206	0.762551786
29	6	0.034433497
29	2	0.307957715
29	106	0.86751332
29	2	0.046096415
29	6	0.279039735
29	97	0.658286902
29	122	0.551883411
29	14	0.246793765
29	15	0.365983345
29	2	0.020627381
29	72	0.45495557
29	62	0.615915429
29	70	0.424139706
29	6	4.853451337
29	24	0.495987998
29	22	0.36159824
29	3	0
29	2	0.41043932
29	6	0.36159824
29	28	0.36159824
29	60	0.605523823
29	4	0.279039735
29	90	1.358686645
29	5	0.304196003
29	5	0.36159824
29	65	0.424139706
29	13	0.246793765
29	2	0.040264956
29	4	0.046096415
8	22	0.206974447
8	162	0.186178482
8	43	0.094925766
8	146	0.186178482
8	16	0.14115779
8	11	0.096137097
8	98	0.096137097
8	8	0.046096415
8	15	0.151555772
8	16	0.151555772
8	4	0.096137097
8	86	0.151555772
8	4	0.065285297
8	109	0.196576465
8	52	0.186178482
8	314	0.206974447
8	39	0.14115779
8	60	0.186178482
8	40	0.094925766
8	83	0.096137097
8	445	0.14115779
8	2829	0.279459954
8	37	0.151555772
8	85	0.096137097
8	74	0.096137097
8	120	0.186178482
8	248	0.14115779
8	22	0.096137097
8	34	0.096137097
8	65	0.14115779
8	52	0.096137097
8	24	0.096137097
8	136	0.14115779
8	82	0.14115779
8	11	0.071116756
8	48	0.096137097
8	7	0.046096415
8	102	0.186178482
8	19	0.096137097
8	8	0.065285297
8	367	0.186178482
8	20	0.14115779
8	31	0.14115779
8	38	0.14115779
8	11	0.096137097
8	9	0.034433497
8	58	0.046096415
8	724	0.196576465
8	19	0.071116756
8	4	0.096137097
8	8	0.096137097
8	65	0.096137097
8	57	0.196576465
8	112	0.196576465
8	9	0.096137097
8	45	0.096137097
8	25	0.096137097
8	11	0.071116756
8	234	0.14115779
8	19	0.206974447
8	206	0.206974447
8	6	0.120703972
8	11	0.096137097
8	47	0.151555772
8	222	0.186178482
8	21	0.186178482
8	50	0.14115779
8	106	0.096137097
8	20	0.071116756
8	57	0.096137097
8	47	0.096137097
8	45	0.151555772
8	122	0.094925766
8	28	0.206974447
8	10	0.034433497
8	70	0.096137097
8	33	0.206974447
8	24	0.14115779
8	69	0.245975703
8	103	0.196576465
8	17	0.096137097
8	36	0.14115779
8	12	0.096137097
8	3	0
8	7	0.151555772
8	58	0.096137097
8	13	0.096137097
8	376	0.096137097
8	37	0.040264956
8	223	0.186178482
8	44	0.14115779
8	56	0.096137097
8	22	0.046096415
8	5	0.071116756
8	2	0.096137097
8	21	0.046096415
8	103	0.186178482
8	39	0.096137097
8	2	0.096137097
8	102	0.14115779
8	4	0.071116756
8	157	0.186178482
8	1058	0.14115779
8	506	0.186178482
8	14	0.151555772
8	8	0.094925766
8	14	0.046096415
8	2	0.034433497
8	44	0.071116756
8	52	0.151555772
8	7	0.096137097
8	16	0.151555772
8	46	0.096137097
8	27	0.096137097
8	11	0.096137097
8	18	0.096137097
8	35	0.151555772
8	46	0.206974447
8	21	0.151555772
8	22	0.151555772
8	8	0.071116756
8	13	0.206974447
8	11	0.151555772
8	10	0.151555772
8	46	0.151555772
8	285	0.186178482
8	19	0.096137097
8	34	0.14115779
8	8	0.151555772
8	5	0.159705228
8	263	0.094925766
8	28	0.14115779
8	2	0.034433497
8	83	0.14115779
8	614	0.14115779
8	113	0.2432172
8	4	0.096137097
8	357	0.186178482
8	198	0.186178482
8	164	0.206974447
8	18	0.096137097
8	166	0.196576465
8	135	0.096137097
8	272	0.14115779
8	233	0.14115779
8	10	0.040264956
8	34	0.151555772
8	41	0.14115779
8	116	0.14115779
8	11	0.046096415
8	25	0.096137097
8	96	0.196576465
8	87	0.14115779
8	139	0.186178482
8	4	0.040264956
8	39	0.096137097
8	361	0.196576465
8	27	0.206974447
8	16	0.196576465
8	65	0.206974447
8	12	0.071116756
8	592	0.14115779
8	200	0.096137097
8	185	0.096137097
8	283	0.186178482
8	34	0.14115779
8	179	0.206974447
8	8	0.096137097
8	25	0.071116756
8	20	0.071116756
8	36	0.096137097
8	62	0.14115779
