Gene Profile Size	Taxon Profile Size	Semantic similarity
30	19	0.511983055
30	453	0.727920455
30	14	0.615915429
30	55	0.563949242
30	517	0.473692923
30	57	0.473692923
30	63	0.467392904
30	129	0.671917942
30	9	0.046096415
30	2	0.304196003
30	25	0.30743317
30	45	0.479992941
30	36	0.365983345
30	361	0.487946137
30	17	0.173331603
30	17	0.365983345
30	234	0.615915429
30	11	0.467392904
30	56	0.424139706
30	47	0.563949242
30	5	0.034433497
30	12	0.418880677
30	50	0.445766305
30	11	0.109714009
30	122	0.383686013
30	55	0.424139706
30	28	0.332746206
30	10	0.30743317
30	4	0.046096415
30	43	0.36159824
30	16	0.3232876
30	14	0.109714009
30	79	0.421102449
30	23	0.36159824
30	83	0.365983345
30	6	0.304196003
30	15	0.210062684
30	28	0.335603032
30	14	0.265885362
30	66	0.383686013
30	25	0.874444647
30	13	0.418065192
30	376	0.442518236
30	37	0.365983345
30	14	0.467392904
30	66	0.424139706
30	4	0.229154281
30	4	0.10388255
30	12	0.159705228
30	2	0.246793765
30	32	0.424139706
30	103	0.421102449
30	6	0.511983055
7	2	0.006821266
7	120	0.039094887
7	952	0.372807217
7	28	0.043756276
7	14	0.020627381
7	47	0.039094887
7	25	0.034433497
7	275	0.039094887
7	8	0.025288771
7	27	0.025288771
7	15	0.025288771
7	8	0.006821266
7	10	0.006821266
7	35	0.043756276
7	6	0.043756276
7	21	0.043756276
7	92	0.043756276
7	8	0.006821266
7	27	0.039094887
7	46	0.043756276
7	148	0.372807217
7	34	0.043756276
7	332	0.372807217
7	181	0.043756276
7	563	0.404872386
7	151	0.043756276
7	536	0.043756276
7	83	0.039094887
7	2	0.006821266
7	2	0.006821266
7	9	0.034433497
7	166	0.043756276
7	7	0.006821266
7	54	0.020627381
7	60	0.034433497
7	23	0.039094887
7	10	0.034433497
7	56	0.034433497
7	34	0.039094887
7	25	0.034433497
7	85	0.039094887
7	11	0.006821266
7	6	0.006821266
7	11	0.025288771
7	5	0.006821266
7	75	0.034433497
7	171	0.701858158
7	17	0.034433497
7	2	0.006821266
7	58	0.025288771
7	502	0.733923327
7	17	0.025288771
7	21	0.034433497
7	47	0.034433497
7	4	0.006821266
7	453	0.701858158
7	237	0.043756276
7	112	0.043756276
7	24	0.025288771
7	118	0.372807217
7	20	0.025288771
7	24	0.034433497
7	25	0.372807217
7	36	0.034433497
7	244	0.372807217
7	48	0.025288771
7	71	0.043756276
7	103	0.025288771
7	487	0.701858158
7	11	0.025288771
7	9	0.006821266
7	11	0.034433497
7	4	0.006821266
7	222	0.372807217
7	37	0.020627381
7	92	0.039094887
7	77	0.039094887
7	2	0.006821266
7	22	0.039094887
7	50	0.039094887
7	6	0.006821266
7	14	0.006821266
7	6	0.006821266
7	28	0.043756276
7	62	0.043756276
7	5	0.006821266
7	16	0.039094887
7	66	0.020627381
7	10	0.006821266
7	39	0.372807217
7	20	0.020627381
7	31	0.025288771
7	223	0.043756276
7	110	0.043756276
7	11	0.034433497
7	59	0.025288771
7	90	0.404872386
7	4	0.006821266
7	5	0.025288771
7	2	0.003410633
7	162	0.173331603
7	18	0.020627381
7	120	0.511983055
7	105	0.421099252
7	43	0.190153025
7	25	0.046096415
7	6	0.034433497
7	18	0.421099252
7	20	0.190153025
7	4	0.106897856
7	8	0.173331603
7	18	0.10388255
7	6	0.090076434
7	26	0.190153025
7	16	0.173331603
7	35	0.173331603
7	92	0.206974447
7	35	0.297215427
7	19	0.120703972
7	10	0.173331603
7	39	0.297215427
7	2	0.006821266
7	2	0.020627381
7	12	0.040264956
7	203	0.835705271
7	614	0.591783767
7	70	0.551883411
7	432	0.596930144
7	15	0.034433497
7	40	0.654671473
7	74	0.173331603
7	120	0.359478751
7	22	0.615915429
7	16	0.359478751
7	34	0.206974447
7	25	0.046096415
7	341	0.602076522
7	16	0.615915429
7	18	0.349080769
7	78	0.654671473
7	49	0.511983055
7	171	0.511983055
7	566	0.591783767
7	16	0.835705271
7	2	0.020627381
7	108	0.608995975
7	45	0.563949242
7	502	0.603849598
7	17	0.359478751
7	15	0.206974447
7	65	0.511983055
7	283	0.591783767
7	198	0.479992941
7	9	0.313108632
7	8	0.041427482
7	25	0.495987998
7	244	0.591783767
7	71	0.591783767
7	26	0.359478751
7	17	0.120703972
7	17	0.173331603
7	112	0.654671473
7	28	0.603849598
7	206	1.055495113
7	2	0.020627381
7	2	0.006821266
7	10	0.121866498
7	2	0.020627381
7	2	0.006821266
7	45	0.039087356
7	20	0.206974447
7	14	0.10388255
7	97	0.314036849
7	122	0.421099252
7	59	0.190153025
7	55	0.106209479
7	226	0.314036849
7	36	0.173331603
7	72	0.186178482
7	10	0.020627381
7	10	0.034433497
7	103	0.186178482
7	2	0.213960259
7	6	0.173331603
7	5	0.020627381
7	5	0.006821266
7	25	0.109714009
7	31	0.10388255
7	223	0.466541154
7	23	0.173331603
7	4	0.006821266
7	10	0.190153025
7	2	0.020627381
7	2	0.020627381
7	4	0.034433497
7	4	0.034433497
7	300	0.466541154
7	6	0.03675855
7	2	0.006821266
7	73	0.511983055
63	11	0.431789275
63	43	0.395641258
63	506	0.596930144
63	14	0.431789275
63	28	0.421099252
63	6	0.275624049
63	2	0.210062684
63	146	0.724757415
63	16	0.551883411
63	6	0.3016557
63	20	0.439438843
63	275	0.663654746
63	7	0.933504588
63	10	0.903797845
63	8	0.36159824
63	11	0.62322762
63	11	0.275624049
63	4	0.391348746
63	22	0.365983345
63	48	0.669098904
63	6	0.122711613
63	28	0.459715892
63	3	0.304454333
63	536	1.147976029
63	38	1.084064265
63	203	1.055495113
63	445	1.257610715
63	432	1.133008175
63	14	0.564690106
63	128	1.069779689
63	37	0.635293451
63	196	1.101095183
63	233	1.084064265
63	19	0.647547038
63	56	0.920565533
63	34	0.781585806
63	34	0.714889306
63	84	0.765988495
63	11	0.296461893
63	16	0.765988495
63	148	0.92703506
63	96	0.83563711
63	43	0.933504588
63	25	0.765988495
63	49	0.874091103
63	7	0.3016557
63	27	0.385254042
63	4	0.304454333
63	38	1.020607196
63	2	0.591783767
63	17	0.511983055
63	12	0.25702474
63	58	0.83188684
63	16	0.654671473
63	2	0.048440355
63	21	0.341339401
63	133	0.608995975
63	55	1.009102207
63	283	1.24158011
63	198	0.920565533
63	34	0.282384619
63	179	1.118126101
63	24	1.118126101
63	244	1.055495113
63	82	0.720038711
63	17	0.603849598
63	72	0.971303398
63	68	1.055495113
63	12	0.322896867
63	28	1.142957954
63	9	0.226884106
63	5	0.096137097
63	6	0.365983345
63	47	0.635293451
63	2	1.331322025
63	6	0.060265989
63	97	0.663654746
63	253	1.123058396
63	59	0.442518236
63	226	0.897328318
63	385	1.055495113
63	10	0.275624049
63	4	0.096137097
63	6	0.047268385
63	43	0.982808387
63	16	0.431789275
63	42	0.351468821
63	6	0.199140789
63	37	0.805001212
63	223	1.020607196
63	56	0.453415874
63	32	0.365983345
63	2	0.222967277
63	2	0.105045076
63	24	0.379219451
63	179	1.145466991
63	6	0.343587056
63	2	0.468061381
63	2	0.151555772
63	102	0.479992941
83	157	0.608995975
83	2	0.13473435
83	120	0.70925661
83	149	0.679887758
83	46	0.448696811
83	952	1.279459954
83	8	0.3016557
83	6	0.3016557
83	105	1.027480736
83	34	0.69884941
83	11	0.341339401
83	4	0.284976959
83	46	0.615915429
83	87	0.743027347
83	6	0.37036845
83	11	0.458044857
83	4	0.444067827
83	21	0.711457553
83	46	0.711457553
83	372	1.168224712
83	34	0.421099252
83	3	0.538336581
83	563	0.781585806
83	60	0.701858158
83	536	0.845277405
83	2	0.260314904
83	5	0.322896867
83	2	0.294715646
83	87	0.629888372
83	70	0.6229019
83	85	0.588369102
83	10	0.322896867
83	60	0.591783767
83	19	0.538336581
83	34	0.444067827
83	24	0.479992941
83	209	0.765988495
83	11	0.329889381
83	16	0.615915429
83	11	0.439438843
83	87	0.698177806
83	367	0.916278174
83	139	0.754507921
83	64	0.727920455
83	75	0.629888372
83	7	0.293316329
83	27	0.581563924
83	2	0.190557028
83	355	0.720445284
83	322	0.711113362
83	58	0.538336581
83	2	0.284976959
83	110	0.591783767
83	592	0.743027347
83	55	0.615915429
83	24	0.511983055
83	17	0.538336581
83	34	0.376245016
83	63	0.479992941
83	179	0.720445284
83	20	0.588369102
83	12	0.284976959
83	2	0.284976959
83	121	0.602076522
83	244	0.698177806
83	12	0.263034406
83	3	0.3016557
83	103	0.603849598
83	17	0.511983055
83	2	0.284976959
83	112	0.754507921
83	2	0.234955026
83	11	0.538336581
83	12	0.479992941
83	11	0.69884941
83	253	0.859684254
83	55	0.581563924
83	15	0.424139706
83	14	0.448696811
83	43	0.735473901
83	24	0.467392904
83	96	0.679887758
83	22	0.467392904
83	36	0.351468821
83	2	0.743027347
83	11	0.424139706
83	60	0.576529604
83	5	0.165698225
83	37	0.584966513
83	90	0.603800172
83	110	0.694516135
83	3	0.3016557
83	90	0.701858158
83	65	0.458044857
83	4	0.284976959
83	33	0.765988495
83	19	0.415037499
83	187	0.781585806
83	400	0.955498594
83	128	0.424139706
30	157	0.397254078
30	18	0.046096415
30	2	0.495987998
30	17	0.109714009
30	14	0.36159824
30	11	0.043758171
30	98	0.329889381
30	15	0.30743317
30	6	0.3232876
30	11	0.246793765
30	21	0.3232876
30	35	0.36159824
30	13	0.36159824
30	26	0.36159824
30	118	0.397254078
30	19	0.34574381
30	332	0.671917942
30	114	0.615915429
30	506	0.511983055
30	94	0.467392904
30	40	0.856730646
30	37	0.563949242
30	164	0.608995975
30	166	0.557029788
30	31	0.467392904
30	45	0.762551786
30	34	0.479992941
30	52	0.424139706
30	41	0.37036845
30	136	0.445766305
30	341	0.479992941
30	283	0.45495557
30	85	0.445766305
30	166	0.479992941
30	68	0.672638019
30	96	0.608995975
30	12	0.467392904
30	42	0.557029788
30	10	0.615915429
30	25	0.473692923
30	96	0.671917942
30	98	0.644276724
30	20	1.177589285
30	1239	0.615915429
30	7	0.159705228
30	77	0.563949242
30	40	0.511983055
30	38	0.479992941
30	355	0.557029788
30	56	0.965078491
30	58	0.365983345
30	2	0.284976959
30	110	0.424139706
30	19	0.615915429
30	17	0.473692923
30	24	0.479992941
30	185	0.916278174
30	237	0.473692923
30	30	0.284976959
30	45	0.706549273
30	24	0.479992941
30	2	0.034433497
30	121	0.511983055
30	131	0.479992941
30	50	0.37036845
30	12	0.365983345
30	112	0.706549273
30	19	0.365983345
30	50	0.762551786
30	106	0.615915429
30	77	0.424139706
30	2	0.10388255
30	97	0.467392904
30	105	0.36159824
30	165	0.418065192
30	7	0.165536687
30	4	0.445766305
30	178	0.365983345
30	33	0.348600636
30	18	0.3232876
30	36	0.284976959
30	41	0.332746206
30	58	0.3232876
30	10	0.365983345
30	39	0.37036845
30	20	0.495987998
30	2	0.046096415
30	90	0.397254078
30	4	0.246793765
30	44	0.365983345
30	23	0.36159824
30	40	0.348600636
30	32	0.36159824
30	5	0.284976959
30	2	0.284976959
30	4	0.035633495
30	22	0.210062684
30	2	0.159705228
30	64	0.36159824
30	187	0.424139706
7	25	0.034433497
7	43	0.421099252
7	149	0.466541154
7	506	0.466541154
7	28	0.10388255
7	4	0.006821266
7	2	0.020627381
7	7	0.106897856
7	21	0.314036849
7	8	0.10388255
7	46	0.190153025
7	71	0.206974447
7	9	0.120703972
7	372	0.179755043
7	114	0.603849598
7	506	0.551883411
7	166	0.608995975
7	38	0.615915429
7	40	0.190153025
7	83	0.206974447
7	94	0.511983055
7	10	0.206974447
7	18	0.273208276
7	166	0.551883411
7	228	0.635293451
7	70	0.511983055
7	34	0.615915429
7	37	0.615915429
7	24	0.046096415
7	41	0.196576465
7	84	0.359478751
7	148	0.551883411
7	102	0.479992941
7	25	0.206974447
7	38	0.126535431
7	64	0.615915429
7	75	0.551883411
7	16	0.615915429
7	23	0.399379107
7	2	0.020627381
7	592	0.503941194
7	19	0.615915429
7	19	0.206974447
7	4	0.034433497
7	8	0.273208276
7	453	0.608995975
7	200	0.563949242
7	55	0.511983055
7	24	0.106209479
7	185	0.635293451
7	17	0.531158189
7	517	0.603849598
7	236	0.596930144
7	34	0.123030901
7	112	0.551883411
7	30	0.603849598
7	12	0.039087356
7	7	0.034433497
7	82	0.511983055
7	2	0.006821266
7	12	0.046096415
7	6	0.034433497
7	9	0.259402161
7	24	0.173331603
7	222	0.602076522
7	62	0.359478751
7	57	0.855083293
7	89	0.179755043
7	253	0.206974447
7	385	0.421099252
7	176	0.615915429
7	2	0.106897856
7	16	0.035596024
7	55	0.173331603
7	261	0.196576465
7	57	0.10388255
7	16	0.173331603
7	69	0.206974447
7	8	0.090076434
7	14	0.173331603
7	79	0.196576465
7	14	0.10388255
7	22	0.034433497
7	6	0.006821266
7	58	0.173331603
7	10	0.034433497
7	25	1.055495113
7	13	0.173331603
7	47	0.109714009
7	110	0.206974447
7	84	0.190153025
7	40	0.173331603
7	4	0.004543925
7	14	0.173331603
7	66	0.421099252
7	21	0.206974447
7	168	0.314036849
7	33	0.190153025
7	14	0.544964305
7	24	0.116137449
83	11	0.495987998
83	157	0.608995975
83	4	0.209595147
83	22	0.304454333
83	52	0.754507921
83	7	0.386624296
83	15	0.442518236
83	2	0.186236196
83	2	0.246793765
83	6	0.3016557
83	43	0.439438843
83	46	0.672638019
83	86	0.781585806
83	2	0.186236196
83	39	0.679887758
83	35	0.714889306
83	22	0.444067827
83	8	0.333026287
83	6	0.647547038
83	11	0.424139706
83	48	0.608995975
83	80	0.647547038
83	614	0.765988495
83	2829	0.933504588
83	40	0.727920455
83	9	0.376245016
83	74	0.564690106
83	54	0.578236936
83	196	0.698177806
83	70	0.564690106
83	233	0.687192606
83	42	0.505528033
83	22	0.431789275
83	25	0.448696811
83	41	0.444067827
83	82	0.683530935
83	283	0.687174112
83	85	0.654671473
83	48	0.591783767
83	166	0.663654746
83	68	0.679887758
83	6	0.511983055
83	43	0.654671473
83	98	0.70925661
83	247	0.874091103
83	4	0.654671473
83	78	0.886618201
83	20	0.475710949
83	39	0.602076522
83	566	0.805110093
83	108	0.651104858
83	38	0.615915429
83	12	0.389060634
83	502	0.727920455
83	4	0.371946588
83	8	0.3016557
83	453	0.727920455
83	14	0.647547038
83	185	0.797183117
83	48	0.397003576
83	30	0.511983055
83	8	0.418880677
83	24	0.603849598
83	25	0.605523823
83	11	0.392223637
83	45	0.503941194
83	48	0.45495557
83	159	0.711113362
83	50	0.486348467
83	9	0.312316323
83	18	0.495899332
83	5	0.152866122
83	6	0.260314904
83	47	0.445607523
83	22	0.640496615
83	63	0.6229019
83	165	0.899255026
83	10	0.329889381
83	8	0.165698225
83	79	1.132973865
83	12	0.206974447
83	6	0.246793765
83	83	0.966411776
83	122	1.032112185
83	157	0.588369102
83	41	0.647547038
83	16	0.422619479
83	47	0.431789275
83	25	0.397003576
83	24	0.631731234
83	223	0.754507921
83	84	0.431789275
83	40	0.660092529
83	22	0.436418259
83	10	0.439438843
83	300	0.672638019
83	168	0.676262889
83	21	0.329889381
83	64	0.448696811
83	102	0.588369102
16	162	0.046096415
16	4	0.040264956
16	2	0.034433497
16	7	0.034433497
16	7	0.065285297
16	89	0.046096415
16	44	0.046096415
16	275	0.046096415
16	4	0.006821266
16	46	0.065285297
16	27	0.046096415
16	8	0.065285297
16	6	0.029802036
16	11	0.096137097
16	6	0.046096415
16	71	0.040264956
16	6	0.046096415
16	10	0.065285297
16	39	0.034433497
16	34	0.069905425
16	3	0.034433497
16	2	0.034433497
16	114	0.046096415
16	12	0.071116756
16	80	0.069905425
16	614	0.046096415
16	87	0.046096415
16	2829	0.046096415
16	2	0.096137097
16	9	0.046096415
16	10	0.046096415
16	60	0.046096415
16	23	0.046096415
16	41	0.044926345
16	606	0.046096415
16	11	0.046096415
16	341	0.046096415
16	283	0.046096415
16	85	0.040264956
16	166	0.046096415
16	16	0.034433497
16	18	0.029802036
16	12	0.071116756
16	102	0.046096415
16	247	0.044926345
16	39	0.046096415
16	7	0.096137097
16	16	0.040264956
16	6	0.006821266
16	13	0.046096415
16	55	0.046096415
16	185	0.046096415
16	65	0.046096415
16	283	0.040264956
16	30	0.096137097
16	8	0.034433497
16	24	0.046096415
16	141	0.046096415
16	26	0.040264956
16	17	0.046096415
16	72	0.046096415
16	19	0.046096415
16	18	0.034433497
16	50	0.034433497
16	12	0.046096415
16	20	0.034433497
16	122	0.046096415
16	877	0.046096415
16	2	0
16	59	0.046096415
16	55	0.069905425
16	226	0.046096415
16	105	0.069905425
16	14	0.040264956
16	10	0.065285297
16	43	0.034433497
16	165	0.046096415
16	55	0.040264956
16	18	0.065285297
16	14	0.020627381
16	2	0.034433497
16	4	0.096137097
16	6	0.034433497
16	14	0.065285297
16	97	0.046096415
16	110	0.046096415
16	23	0.065285297
16	40	0.040264956
16	5	0.046096415
16	2	0.096137097
16	14	0.040264956
16	57	0.040264956
16	2	0.034433497
16	19	0.065285297
16	21	0.040264956
16	64	0.040264956
16	400	0.040264956
16	128	0.046096415
16	6	0.020627381
16	2	0.034433497
7	18	0.005682596
7	1058	0.043756276
7	506	0.043756276
7	14	0.043756276
7	191	0.043756276
7	6	0.006821266
7	10	0.025288771
7	105	0.039094887
7	34	0.043756276
7	21	0.025288771
7	4	0.006821266
7	48	0.025288771
7	87	0.034433497
7	6	0.020627381
7	11	0.043756276
7	4	0.006821266
7	22	0.043756276
7	22	0.006821266
7	4	0.043756276
7	2	0.043756276
7	52	0.025288771
7	2	0.003410633
7	48	0.043756276
7	263	0.372807217
7	28	0.025288771
7	5	0.006821266
7	40	0.005682596
7	80	0.039094887
7	83	0.025288771
7	94	0.006821266
7	8	0.043756276
7	128	0.372807217
7	4	0.006821266
7	37	0.025288771
7	85	0.034433497
7	164	0.372807217
7	230	0.701858158
7	29	0.034433497
7	42	0.039094887
7	34	0.039094887
7	25	0.034433497
7	65	0.039094887
7	55	0.043756276
7	84	0.043756276
7	68	0.372807217
7	102	0.701858158
7	87	0.701858158
7	247	0.043756276
7	78	0.043756276
7	27	0.039094887
7	11	0.006821266
7	23	0.039094887
7	2	0.006821266
7	17	0.034433497
7	24	0.039094887
7	14	0.404872386
7	185	0.043756276
7	25	0.025288771
7	121	0.020627381
7	131	0.034433497
7	82	0.039094887
7	361	0.372807217
7	159	0.039094887
7	3	0.003410633
7	73	0.043756276
7	2	0.003410633
7	24	0.043756276
7	47	0.043756276
7	62	0.034433497
7	11	0.006821266
7	20	0.039094887
7	47	0.006821266
7	63	0.043756276
7	4	0.020627381
7	253	0.043756276
7	19	0.006821266
7	105	0.034433497
7	36	0.043756276
7	4	0.006821266
7	2	0.043756276
7	6	0.025288771
7	70	0.034433497
7	33	0.043756276
7	6	0.043756276
7	8	0.006821266
7	7	0.025288771
7	157	0.034433497
7	113	0.043756276
7	47	0.006821266
7	90	0.039094887
7	44	0.034433497
7	22	0.025288771
7	2	0.006821266
7	66	0.025288771
7	300	0.039094887
7	13	0.025288771
7	2	0.006821266
7	128	0.020627381
7	2	0.006821266
7	73	0.043756276
31	96	0.415037499
7	54	0.020627381
31	1058	0.418068376
7	46	0.043756276
7	4	0.006821266
7	74	0.043756276
7	17	0.006821266
7	2	0.006821266
7	146	0.043756276
31	6	0.093714435
31	89	0.34574381
7	89	0.043756276
31	44	0.317171857
7	52	0.039094887
31	7	0.151555772
7	46	0.034433497
7	60	0.039094887
7	18	0.025288771
7	6	0.006821266
31	86	0.36159824
7	86	0.039094887
7	6	0.006821266
7	13	0.043756276
7	10	0.043756276
7	6	0.025288771
31	87	0.602076522
7	37	0.034433497
7	13	0.404872386
31	4	0.320529097
7	31	0.034433497
7	30	0.025288771
7	24	0.034433497
7	11	0.006821266
7	16	0.034433497
7	148	0.701858158
7	18	0.006821266
7	8	0.006821266
7	15	0.034433497
31	20	0.304454333
7	20	0.043756276
31	7	0.245975703
7	31	0.034433497
7	5	0.006821266
7	31	0.039094887
7	38	0.020627381
7	9	0.006821266
7	56	0.043756276
7	12	0.025288771
7	6	0.020627381
7	15	0.006821266
7	133	0.039094887
31	38	0.34574381
7	2	0.006821266
7	45	0.043756276
7	11	0.025288771
31	48	0.335603032
7	50	0.039094887
7	26	0.006821266
7	17	0.006821266
7	32	0.034433497
7	234	0.043756276
7	12	0.034433497
7	6	0.006821266
7	2	0.006821266
7	292	0.372807217
31	5	0.096137097
7	6	0.006821266
7	2	0.006821266
7	2	0.006821266
31	11	0.314036849
7	11	0.025288771
7	2	0
31	226	0.397003576
7	165	0.372807217
7	4	0.006821266
7	10	0.025288771
7	43	0.043756276
31	24	0.294715646
7	5	0.006821266
7	18	0.043756276
7	22	0.043756276
7	83	0.043756276
31	48	0.265885362
7	11	0.006821266
7	14	0.006821266
7	58	0.025288771
31	25	0.602076522
7	25	0.034433497
7	376	0.043756276
31	20	0.422619479
7	2	0.006821266
7	32	0.034433497
7	2	0.006821266
7	14	0.025288771
7	21	0.006821266
7	168	0.034433497
7	24	0.034433497
7	21	0.006821266
7	32	0.025288771
7	6	0.006821266
30	11	1.182717196
30	4	0.265885362
30	2	0.040264956
30	149	0.511983055
30	1058	0.45495557
30	191	0.424139706
30	105	0.424139706
30	146	0.467392904
30	18	0.424139706
30	20	0.30743317
30	44	0.329889381
30	275	0.421102449
30	16	0.36159824
30	4	0.040264956
30	48	0.397254078
30	78	0.284976959
30	8	0.265885362
30	18	0.365983345
30	16	0.210062684
30	11	0.246793765
30	46	0.397254078
30	4	0.284976959
30	22	0.265885362
30	6	0.3232876
30	19	0.246793765
30	536	0.511983055
30	2	0.040264956
30	5	0.107375765
30	83	0.442518236
30	2	0.040264956
30	432	0.557029788
30	15	0.284976959
30	128	0.511983055
30	357	0.479992941
30	35	0.608995975
30	349	0.615915429
30	54	0.397254078
30	196	0.511983055
30	10	0.363446479
30	56	0.615915429
30	24	0.467392904
30	55	0.37036845
30	11	0.165536687
30	11	0.36159824
30	148	0.615915429
30	6	0.511983055
30	17	0.449029067
30	7	0.615915429
30	87	0.644276724
30	8	0.495987998
30	27	0.284976959
30	566	0.762551786
30	16	0.797183117
30	2	0.159705228
30	108	0.602076522
30	65	0.615915429
30	17	0.418880677
30	6	0.006821266
30	58	0.495987998
30	16	0.706549273
30	13	0.452066324
30	133	0.479992941
30	198	0.424139706
30	48	0.246793765
30	34	0.479992941
30	179	0.557029788
30	12	0.365983345
30	7	0.503941194
30	45	0.479992941
30	54	0.479992941
30	23	0.3232876
30	13	0.557029788
30	2	0.034433497
30	4	0.034433497
30	20	0.511983055
30	10	0.332746206
30	20	0.424139706
30	22	0.797183117
30	877	0.433328971
30	14	0.210062684
30	72	0.36159824
30	62	0.365983345
30	165	0.418065192
30	55	0.37036845
30	261	0.394216821
30	69	0.479992941
30	8	0.140613631
30	3	0
30	6	0.304196003
30	48	0.332746206
30	42	0.365983345
30	97	0.37036845
30	47	0.36159824
30	11	0.3232876
30	22	0.397003576
30	10	0.36159824
30	5	0.265885362
30	28	0.329889381
30	2	0.495987998
30	102	0.424139706
63	22	0.371946588
63	2	0.096137097
63	2	0.046096415
63	4	0.275624049
63	89	0.683526335
63	4	0.304454333
63	52	0.467392904
63	2	0.105045076
63	27	0.424139706
63	8	0.421099252
63	6	0.246793765
63	4	0.439438843
63	35	0.422619479
63	86	0.654671473
63	21	0.467392904
63	8	0.246793765
63	27	0.557469971
63	6	0.186236196
63	13	0.647547038
63	11	0.424139706
63	26	0.683526335
63	10	0.439438843
63	246	0.467392904
63	3	0.603849598
63	60	1.220125814
63	2	0.615915429
63	40	0.631731234
63	2829	1.442518236
63	113	0.874091103
63	9	0.333026287
63	10	0.439438843
63	166	1.043803649
63	120	0.797183117
63	60	1.123058396
63	631	1.290515142
63	16	0.603849598
63	34	0.578236936
63	283	1.032112185
63	7	0.304196003
63	10	0.654671473
63	96	0.874091103
63	87	0.714889306
63	5	0.282384619
63	108	0.874091103
63	65	0.746954475
63	6	0.591783767
63	6	0.564690106
63	724	1.268499186
63	23	0.933504588
63	17	0.578236936
63	2	0.048440355
63	13	0.424139706
63	2	0.434572219
63	8	0.304454333
63	112	1.120592249
63	38	0.467392904
63	30	1.145466991
63	2	1.181541884
63	8	0.564690106
63	45	1.557995453
63	45	1.118126101
63	36	0.495899332
63	62	0.615915429
63	46	0.797183117
63	7	0.727920455
63	26	0.578236936
63	103	0.920565533
63	112	1.147976029
63	24	0.602076522
63	18	0.578236936
63	47	0.701858158
63	222	1.069779689
63	62	0.874091103
63	106	1.135517213
63	77	0.897328318
63	11	0.654671473
63	14	0.206974447
63	165	0.45495557
63	16	0.37036845
63	7	0.635293451
63	10	0.304454333
63	62	0.591783767
63	165	0.647547038
63	57	0.424139706
63	33	0.903797845
63	14	1.284976959
63	2	0.439438843
63	83	0.467392904
63	5	0.173331603
63	5	0.08411436
63	6	0.304454333
63	2	0.424139706
63	4	0.246793765
63	40	0.421099252
63	10	0.422619479
63	21	0.282345053
63	14	1.214850872
63	2	0.151555772
63	166	0.551883411
63	39	0.615915429
30	54	0.445766305
30	2	0.046096415
30	22	0.173331603
30	952	0.467392904
30	6	0.3232876
30	74	0.418065192
30	101	0.418065192
30	2	0.046096415
30	43	0.424139706
30	47	0.424139706
30	16	0.397254078
30	6	0.246793765
30	4	0.040264956
30	21	0.36159824
30	10	0.271850026
30	2	0.10388255
30	8	0.173331603
30	8	0.265885362
30	10	0.37036845
30	4	0.284976959
30	34	0.3232876
30	9	0.3232876
30	109	0.424139706
30	52	0.418065192
30	181	0.503941194
30	563	0.487946137
30	151	0.706549273
30	60	0.495987998
30	2	0.034433497
30	166	0.479992941
30	312	0.479992941
30	14	0.36159824
30	13	0.325174463
30	9	0.714130615
30	70	0.511983055
30	248	0.602076522
30	16	0.38248495
30	230	0.700279237
30	42	0.615915429
30	34	0.479992941
30	25	0.563949242
30	317	0.602076522
30	65	0.445766305
30	82	0.421102449
30	209	0.467392904
30	116	0.467392904
30	43	0.557029788
30	11	0.495987998
30	367	1.279459954
30	38	0.365983345
30	361	0.671917942
30	171	0.608995975
30	60	0.511983055
30	9	0.020627381
30	12	0.38248495
30	117	0.615915429
30	6	0.318255009
30	26	0.495987998
30	23	0.706549273
30	21	0.874444647
30	22	0.229154281
30	4	0.38248495
30	65	0.511983055
30	236	0.615915429
30	25	0.602076522
30	11	0.479992941
30	159	0.467392904
30	78	0.38248495
30	2	0.10388255
30	28	0.874444647
30	24	0.479992941
30	18	0.445766305
30	2	0.495987998
30	12	0.3232876
30	14	0.34574381
30	89	0.329889381
30	226	0.442518236
30	15	0.265885362
30	2	0.159705228
30	10	0.246793765
30	14	0.3232876
30	70	0.36159824
30	17	0.479992941
30	6	4.853451337
30	103	0.424139706
30	42	0.335603032
30	2	0.173331603
30	4	0.284976959
30	5	0.040264956
30	25	0.397254078
30	6	0.159705228
30	31	0.284976959
30	223	0.495987998
30	110	0.407534384
30	84	0.348600636
30	2	0.046096415
30	33	0.36159824
30	19	0.329889381
30	39	0.397254078
30	2	0.034433497
63	96	0.765988495
63	162	0.631731234
63	54	0.588369102
63	7	0.322896867
63	10	0.351468821
63	105	0.724757415
63	47	0.424139706
63	25	0.36159824
63	44	0.453415874
63	4	0.874091103
63	16	0.982808387
63	87	0.647547038
63	8	0.341339401
63	78	0.62322762
63	15	0.654671473
63	26	0.421099252
63	18	0.263034406
63	22	0.647547038
63	4	0.765988495
63	46	0.511983055
63	148	0.631731234
63	109	0.92703506
63	181	1.020607196
63	2	1.220125814
63	5	0.304454333
63	614	1.142957954
63	4	0.727920455
63	85	0.651109255
63	135	0.765988495
63	7	0.511983055
63	54	0.903797845
63	31	0.874091103
63	70	0.631731234
63	378	1.273963966
63	230	1.27124718
63	116	0.781585806
63	166	1.123058396
63	68	0.874091103
63	18	0.419588603
63	17	0.3837953
63	42	0.654671473
63	19	0.602076522
63	11	0.635293451
63	367	1.415066033
